,0,1,2,3,4,5
810,Hsa.17453,R46502,3' UTR,2a,36313,DNA-BINDING PROTEIN SATB1 (Homo sapiens)
811,Hsa.41280,Z49269,gene,1,N/A,H.sapiens gene for chemokine HCC-1.
812,Hsa.1955,M83738,gene,1,N/A,"""Human protein-tyrosine phosphatase (PTPase MEG2) mRNA, complete cds.                                                                                                                                                                                 """
813,Hsa.2650,Z30644,gene,1,N/A,H.sapiens mRNA for chloride channel (putative) 2163bp.
814,Hsa.2801,H78063,3' UTR,1,240647,H.sapiens mRNA for 3-hydroxyanthranilic acid dioxygenase.
815,Hsa.18513,X93499,gene,1,N/A,H.sapiens mRNA for RAB7 protein.
816,Hsa.23699,R16665,3' UTR,2a,129642,"""ADENYLATE CYCLASE, TYPE V (Canis familiaris)                                                                                                                                                                                               """
817,Hsa.287,H87240,3' UTR,1,220392,P29595 UBIQUITIN-LIKE PROTEIN NEDD-8 ;.
818,Hsa.8299,H08144,3' UTR,2a,45042,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus)
819,Hsa.3070,X79857,gene,1,N/A,H.sapiens HTNT4 mRNA for cardiac troponin T.
820,Hsa.25,H40416,3' UTR,1,175289,"""ATP SYNTHASE BETA CHAIN, MITOCHONDRIAL PRECURSOR (HUMAN);.                                                                                                                                                                                     """
821,Hsa.1131,T92451,3' UTR,1,118219,"""TROPOMYOSIN, FIBROBLAST AND EPITHELIAL MUSCLE-TYPE (HUMAN);.                                                                                                                                                                                 """
822,Hsa.3099,X76228,gene,1,N/A,H.sapiens mRNA for vacuolar H+ ATPase E subunit.
823,Hsa.41280,Z49269,gene,1,N/A,H.sapiens gene for chemokine HCC-1.
824,Hsa.2342,X80754,gene,1,N/A,H.sapiens mRNA for GTP-binding protein.
825,Hsa.26920,H22948,3' UTR,2a,51830,CORTICOTROPIN RELEASING FACTOR RECEPTOR PRECURSOR (Mus musculus)
826,Hsa.14842,T90759,3' UTR,2a,111435,TUBULIN ALPHA-5 CHAIN (Gallus gallus)
827,Hsa.41116,M80469,gene,1,N/A,"""Human MHC class I HLA-J gene, exons 1-8 and complete cds.                                                                                                                                                                                           """
828,Hsa.487,U07158,gene,1,N/A,"""Human syntaxin mRNA, complete cds.                                                                                                                                                                                                                    """
829,Hsa.3803,R75843,3' UTR,2a,143567,TRANSLATIONAL INITIATION FACTOR 2 GAMMA SUBUNIT (Homo sapiens)
830,Hsa.1385,T53868,3' UTR,1,77996,"""Human peroxisomal enoyl-CoA hydratase-like protein (HPXEL) mRNA, complete cds.                                                                                                                                                                """
831,Hsa.8133,R81330,3' UTR,2a,147723,MYRISTOYLATED ALANINE-RICH C-KINASE SUBSTRATE (Homo sapiens)
832,Hsa.2345,H29483,3' UTR,1,49967,INTERCELLULAR ADHESION MOLECULE-2 PRECURSOR (HUMAN);.
833,Hsa.36685,U29092,gene,1,N/A,"""Human ubiquitin conjugating enzyme mRNA, complete cds.                                                                                                                                                                                              """
834,Hsa.2315,T84057,3' UTR,1,114196,H.sapiens OXA1Hs mRNA.
835,Hsa.646,M23254,gene,1,N/A,"""Human Ca2-activated neutral protease large subunit (CANP) mRNA, complete cds.                                                                                                                                                                         """
836,Hsa.459,H11054,3' UTR,1,47306,"""PROTEIN KINASE C, DELTA TYPE (HUMAN);.                                                                                                                                                                                                         """
837,Hsa.12149,T63496,3' UTR,2a,81460,SPORE GERMINATION PROTEIN B2 (Bacillus subtilis)
838,Hsa.8374,T59162,3' UTR,2a,74635,SELENIUM-BINDING PROTEIN (Mus musculus)
839,Hsa.2778,X66975,gene,1,N/A,H.sapiens mRNA for heterogeneous nuclear ribonucleoprotein.
840,Hsa.2469,T79161,3' UTR,1,113567,"""Human YL-1 mRNA for YL-1 protein (nuclear protein with DNA-binding ability), complete cds.                                                                                                                                                   """
841,Hsa.2105,J03827,gene,1,N/A,Y box binding protein-1 (YB-1) mRNA.
842,Hsa.884,R37480,3' UTR,1,28595,LEUKOTRIENE A-4 HYDROLASE (HUMAN);.
843,Hsa.1216,M63959,gene,1,N/A,"""Human alpha-2-macroglobulin receptor-associated protein mRNA, complete cds.                                                                                                                                                                          """
844,Hsa.1071,T48939,3' UTR,1,70496,yb07e05.s1 Homo sapiens cDNA clone 70496 3' contains MER22 repetitive element.
845,Hsa.2955,X80910,gene,1,N/A,H.sapiens PPP1CB mRNA.
846,Hsa.1694,U07132,gene,1,N/A,"""Human steroid hormone receptor Ner-I mRNA, complete cds.                                                                                                                                                                                             """
847,Hsa.1512,M38258,gene,1,N/A,RETINOIC ACID RECEPTOR GAMMA-1 (HUMAN);.
848,Hsa.10516,T54670,3' UTR,1,73777,"""P13621 ATP SYNTHASE OLIGOMYCIN SENSITIVITY CONFERRAL PROTEIN PRECURSOR, MITOCHONDRIAL.                                                                                                                                                       """
849,Hsa.12893,H49652,3' UTR,2a,274422,"""P01096 ATPASE INHIBITOR, MITOCHONDRIAL ;.                                                                                                                                                                                                  """
850,Hsa.28186,H05910,3' UTR,2a,43545,
851,Hsa.1698,T54360,3' UTR,1,69068,GRANULINS PRECURSOR (HUMAN).
852,Hsa.34914,H15813,3' UTR,2a,159537,CCAAT/ENHANCER BINDING PROTEIN BETA (Homo sapiens)
853,Hsa.42738,H70609,3' UTR,2a,234133,CA2+/CALMODULIN-RESPONSIVE ADENYLATE CYCLASE (Drosophila melanogaster)
854,Hsa.17030,L37033,gene,1,N/A,"""Human FK-506 binding protein homologue (FKBP38) mRNA, complete cds.                                                                                                                                                                                 """
855,Hsa.2769,X66924,gene,1,N/A,H.sapiens heir-1 mRNA for helix-loop-helix protein.
856,Hsa.24279,R43976,3' UTR,2a,33626,COUP TRANSCRIPTION FACTOR (Homo sapiens)
857,Hsa.26719,H15069,3' UTR,2a,49237,PROTEIN KINASE CLK (Mus musculus)
858,Hsa.2925,R99230,3' UTR,1,200611,PORPHOBILINOGEN DEAMINASE (HUMAN);.
859,Hsa.24048,R42994,3' UTR,2a,32395,EXTRACELLULAR SIGNAL-REGULATED KINASE 2 (Rattus norvegicus)
860,Hsa.20524,R01157,3' UTR,2a,124858,"""HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, C-4 ALPHA CHAIN (Homo sapiens)                                                                                                                                                                     """
861,Hsa.27738,H21532,3' UTR,2a,159978,RETINOIC ACID RECEPTOR ALPHA-1 (Homo sapiens)
862,Hsa.14453,U18300,gene,1,N/A,"""Human damage-specific DNA binding protein p48 subunit (DDB2) mRNA, complete cds.                                                                                                                                                                    """
863,Hsa.35518,H22842,3' UTR,2a,51383,COMPLEMENT RECEPTOR TYPE 1 PRECURSOR (Homo sapiens)
864,Hsa.42204,H61535,3' UTR,2a,206005,TRANSCRIPTION FACTOR E2-ALPHA (Homo sapiens)
865,Hsa.2700,X82494,gene,1,N/A,H.sapiens mRNA for fibulin-2.
866,Hsa.1724,M87503,gene,1,N/A,TRANSCRIPTIONAL REGULATOR ISGF3 GAMMA SUBUNIT (HUMAN);.
867,Hsa.9153,T47069,3' UTR,2a,71011,ATP SYNTHASE A CHAIN (Trypanosoma brucei brucei)
868,Hsa.2238,L35545,gene,1,N/A,"""Homo sapiens endothelial cell protein C/APC receptor (EPCR) mRNA, complete cds.                                                                                                                                                                      """
869,Hsa.1219,M16827,gene,1,N/A,"""Human medium-chain acyl-CoA dehydrogenase (ACADM) mRNA, complete cds.                                                                                                                                                                                """
870,Hsa.41169,J03069,gene,1,N/A,"""Human MYCL2 gene, complete cds.                                                                                                                                                                                                                     """
871,Hsa.3154,D31887,gene,1,N/A,"""Human mRNA (KIAA0062) for ORF (novel protein), partial cds.                                                                                                                                                                                          """
